id	category	type	en	ko	zh	kk	bn	uz	options
Q128	Meals	likert	"The W3 Cafeteria staff respects and supports my unique background, identity, and experiences when providing guidance."	"→ W3 카페테리아 직원들은 저의 고유한 배경, 정체성, 경험을 존중하고 지원합니다."	W3 餐?工作人?尊重?支持我?特的背景、身?和??。	"W3 кафетериясыны? ?ызметкерлер? мен?? ерекше ?м?рбаянымды, жеке басымды ж?не т?ж?рибемд? ??рметтейд? ж?не ?олдайды."	"W3 ????????????? ??????? ???? ????? ??????, ?????? ??? ?????????? ?????? ??? ??? ?????? ??? ??? ???? ????????? ?????? ????"	"W3 kafeteryasi xodimlari mening noyob kelib chiqishim, shaxsiyatim va tajribamni hurmat qiladi va qo'llab-quvvatlaydi, yo'l-yo'riq ko'rsatadi."	
Q129	Meals	likert	The food served in the W3 Cafeteria matches my religious requirements.	→ W3 카페테리아에서 제공되는 음식은 저의 종교적 요구 사항을 충족합니다.	W3 餐?提供的餐食能??足我的宗??食要求。	W3 кафетериясында ?сынылатын тама? мен?? д?ни талаптарыма с?йкес келед?.	W3 ??????????????? ???????? ????? ???? ??????? ?????? ???? ????	W3 kafeteryasida taqdim etiladigan taom mening diniy talablarimga mos keladi.	
Q130	Meals	likert	"The food served in the Cafeteria at W16 1st Floor is tasty, nutritious, and safe."	→ W16 1층 카페테리아에서 제공되는 음식은 맛있고 영양가 있으며 안전합니다.	W16 一?餐?提供的食物美味、??且安全。	"W16 1-?абатында?ы кафетерияда ?сынылатын тама? д?мд?, ??нарлы ж?не ?ау?пс?з."	"W16 ????? ???? ??????????????? ???????? ????? ????????, ???????? ??? ???????"	"W16 1-qavatidagi kafeteryada taqdim etiladigan taom mazali, to'yimli va xavfsiz."	
Q131	Meals	likert	"The food served in W3 Cafeteria is tasty, nutritious, and safe."	→ W3 카페테리아에서 제공되는 음식은 맛있고 영양가 있으며 안전합니다.	W3 餐?提供的食物美味、??且安全。	"W3 кафетериясында ?сынылатын тама? д?мд?, ??нарлы ж?не ?ау?пс?з."	"W3 ??????????????? ???????? ????? ????????, ???????? ??? ???????"	"W3 kafeteryasida taqdim etiladigan taom mazali, to'yimli va xavfsiz."	
Q132	Meals	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha izohlar/takliflar	
Q132	Counseling Services	likert	"When I seek counseling services, I know who is responsible and whom I need to approach to deal with my situation."	"→ 상담 서비스를 이용하고자 할 때, 누가 담당자인지, 제 상황을 해결하기 위해 누구를 찾아가야 하는지 알고 있습니다."	?我想使用咨?服??，我?楚?是??人，以及?解?自己的??????。	"Ке?ес беру ?ызметтер?н ?здеген кезде, мен к?мн?? жауапты екен?н ж?не жа?дайымды шешу ?ш?н к?мге ж?г?ну?м керект?г?н б?лем?н."	"??? ??? ?????????? ??????? ???, ??? ??? ???? ?? ????? ??? ???? ????????? ???????? ???? ???? ???? ??? ???? ??????? ??? ?????"	"Men maslahat xizmatlarini qidirganimda, kim mas'ul ekanligini va vaziyatimni hal qilish uchun kimga murojaat qilishim kerakligini bilaman."	
Q133	Counseling Services	likert	I feel safe to be with the school counselor in private.	→ 학교 상담교사와 개인 상담을 할 때 안전하다고 느낍니다.	??校心理咨?老?一?一???，我感到?安全。	Мен мектеп ке?есш?с?мен жеке кездесуге ?ау?пс?з сез?нем?н.	??? ????? ??????????? ???? ??????? ????? ?????? ??? ????	Men maktab maslahatchisi bilan shaxsiy uchrashuvda o'zimni xavfsiz his qilaman.	
Q134	Counseling Services	likert	"The school counselor is approachable, helpful, friendly, professional, and competent."	"→ 학교 상담교사는 쉽게 다가갈 수 있고, 도움을 잘 주며, 친절하고, 전문적이며 유능합니다."	?校心理咨?老?平易近人、?于助人、友好??且能力出?。	"Мектеп ке?есш?с? ?олжет?мд?, к?мекш?л, досты?, к?с?би ж?не ??зыретт?."	"????? ????????? ???????, ??????, ?????????????, ??????? ??? ?????"	"Maktab maslahatchisi ochiqko'ngil, yordamchi, do'stona, professional va malakali."	
Q135	Counseling Services	likert	I am familiar with the counseling schedule and the policies governing student guidance and confidentiality.	→ 저는 상담 일정과 학생 상담 및 비밀보장에 관한 규정을 잘 알고 있습니다.	我熟悉咨???安排以及?于?生咨?和保密的相??定。	Мен ке?ес беру кестес?мен ж?не о?ушылар?а басшылы? пен ??пиялылы?ты реттейт?н саясатпен таныспын.	??? ?????????? ???????? ??? ????????????? ????????? ??? ????????? ?????????????? ????????? ???? ???????	Men maslahat jadvali va o'quvchilarga yo'l-yo'riq ko'rsatish va maxfiylikni tartibga soluvchi siyosatlar bilan tanishman.	
Q136	Counseling Services	likert	The counseling schedule is convenient for me.	→ 상담 일정은 저에게 편리합니다.	咨???安排?我???方便。	Ке?ес беру кестес? ма?ан ы??айлы.	?????????? ???????? ???? ???? ??????????	Maslahat jadvali men uchun qulay.	
Q137	Counseling Services	likert	"The school counselor respects and supports my unique background, identity, and experiences when providing guidance."	"→ 학교 상담교사는 상담 과정에서 제 고유한 배경, 정체성, 경험을 존중하고 지원합니다."	?校心理咨?老?在咨??程中尊重?支持我?特的背景、身?和??。	"Мектеп ке?есш?с? н?с?аулы? берген кезде мен?? ерекше ?м?рбаянымды, жеке басымды ж?не т?ж?рибемд? ??рметтейд? ж?не ?олдайды."	"????? ????????? ???? ????? ??????, ?????? ??? ?????????? ?????? ??? ??? ?????? ??? ??? ???? ????????? ?????? ????"	"Maktab maslahatchisi yo'l-yo'riq ko'rsatishda mening noyob kelib chiqishim, shaxsiyatim va tajribamni hurmat qiladi va qo'llab-quvvatlaydi."	
Q138	Counseling Services	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha izohlar/takliflar	
Q138	Student Belongingness	likert	I feel that I belong at Endicott.	→ 저는 엔디컷에서 소속감을 느낍니다.	我在 Endicott 感到自己?于?里。	Мен Эндикотта ?з?мд? тиес?л? сез?нем?н.	??? ??? ??? ?? ??? ????????? ????????????	Men Endicottga tegishli ekanligimni his qilaman.	
Q139	Student Belongingness	likert	I feel safe on my campus.	→ 저는 캠퍼스에서 안전하다고 느낍니다.	我在校?里感到安全。	Мен ?з кампусымда ?з?мд? ?ау?пс?з сез?нем?н.	??? ???? ?????????? ?????? ??? ????	Men o'z kampusimda o'zimni xavfsiz his qilaman.	
Q140	Student Belongingness	likert	I feel respected and welcomed on my campus.	→ 저는 캠퍼스에서 존중받고 환영받고 있다고 느낍니다.	我?得自己在校?里受到尊重?被?迎。	Мен ?з кампусымда ?з?мд? ??рметтелген ж?не жылы ?арсы алын?ан сез?нем?н.	??? ???? ?????????? ???????? ??? ?????? ??? ????	Men o'z kampusimda hurmat va kutib olishni his qilaman.	
Q141	Student Belongingness	likert	I feel that diversity is respected at Endicott.	→ 엔디컷에서는 다양성이 존중된다고 느낍니다.	我感到 Endicott 尊重多?性。	Мен Эндикотта ?рт?рл?л?кке ??рметпен ?арайтынымды сез?нем?н.	??? ??? ??? ???????-? ??????????? ?????? ??? ????	Endicottda xilma-xillik hurmat qilinishini his qilaman.	
Q142	Student Belongingness	likert	I feel that Endicott puts a lot of effort into supporting inclusivity.	→ 엔디컷은 포용성을 지원하기 위해 많은 노력을 기울이고 있다고 느낍니다.	我?? Endicott ?促?包容性付出了?多努力。	Мен Эндикотт инклюзивт?л?кт? ?олдау?а к?п к?ш салады деп ойлаймын.	??? ??? ??? ??????? ???????????????? ???????? ?????? ???? ???? ???? ????????? ????	"Menimcha, Endicott inklyuzivlikni qo'llab-quvvatlashga katta kuch sarflaydi."	
Q143	Student Belongingness	likert	I feel that Endicott celebrates diversity through events and activities.	→ 엔디컷은 다양한 행사와 활동을 통해 다양성을 기념한다고 느낍니다.	我?得 Endicott 通?各?活?和事件??祝多?性。	Мен Эндикотт ?рт?рл?л?кт? ?с-шаралар мен ?с-шаралар ар?ылы атап ?тед? деп ойлаймын.	??? ??? ??? ??????? ??????? ???????? ??? ??????????? ??????? ????????? ?????? ????	"Menimcha, Endicott tadbirlar va tadbirlar orqali xilma-xillikni nishonlaydi."	
Q144	Student Belongingness	likert	I feel that students from all backgrounds are equally encouraged to participate in campus activities and leadership opportunities.	→ 엔디컷에서는 모든 배경의 학생들이 캠퍼스 활동과 리더십 기회에 동등하게 참여하도록 권장된다고 느낍니다.	我?得?校鼓??自各?背景的?生平等??校?活?和??机?。	Мен барлы? ортадан шы??ан студенттерд? кампуста?ы ?с-шаралар?а ж?не к?шбасшылы? м?мк?нд?ктер?не ?атысу?а б?рдей ша?ырады деп ойлаймын.	??? ??? ??? ??? ??????? ???????????? ??????????? ????????? ??? ????????? ??????????? ?????????? ???? ???????? ??????? ????	"Menimcha, barcha kelib chiqishi bo'lgan talabalar kampus tadbirlarida va yetakchilik imkoniyatlarida ishtirok etishga teng darajada rag'batlantiriladi."	
Q145	Student Belongingness	likert	I feel that Endicott respects my identity.	→ 엔디컷은 저의 정체성을 존중한다고 느낍니다.	我?得 Endicott 尊重我的?人身?。	Мен Эндикотт мен?? жеке басымды ??рметтейд? деп ойлаймын.	??? ??? ??? ??????? ???? ???????? ?????? ????	"Menimcha, Endicott mening shaxsiyatimni hurmat qiladi."	
Q146	Student Belongingness	likert	I feel that Endicott provides ample opportunities for students to integrate into campus life.	→ 엔디컷은 학생들이 캠퍼스 생활에 잘 적응하고 참여할 수 있도록 충분한 기회를 제공합니다.	我?? Endicott ??生融入校?生活提供了充足的机?。	Мен Эндикотт студенттерге кампус ?м?р?не енуге ке? м?мк?нд?ктер беред? деп ойлаймын.	??? ??? ??? ??????? ????????????? ????????? ????? ?????? ?????? ???? ?????? ????? ?????? ????	"Menimcha, Endicott talabalarga kampus hayotiga integratsiyalashish uchun keng imkoniyatlar yaratadi."	
Q147	Student Belongingness	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha izohlar/takliflar	
Q147	Extra-curricular Activities	likert	"I am satisfied with Student Council extra-curricular activities available (club activities, excursions, culture day, etc.)."	"→ 학생회에서 제공하는 비교과 활동(동아리, 견학, 문화의 날 등)에 전반적으로 만족합니다."	我??上??生?提供的各??外活?（社?、??、文化日等）感到?意。	"Мен Студенттер ке?ес?н?? ?олжет?мд? сыныптан тыс ?с-шараларына (клубты? ?с-шаралар, экскурсиялар, м?дениет к?н? ж?не т.б.) ?ана?аттанамын."	"??? ????? ??????? ????????? ???????? ????????? (????? ?????????, ?????, ???????? ???? ???????) ????? ?????????"	"Men Talabalar Kengashining mavjud bo'lgan darsdan tashqari mashg'ulotlaridan (klub tadbirlari, ekskursiyalar, madaniyat kuni va boshqalar) mamnunman."	
Q148	Extra-curricular Activities	likert	"I am satisfied with extra-curricular activities available, which will help me gain valuable experience."	→ 제게 가치 있는 경험을 제공하는 비교과 활동들에 만족합니다.	我?那些能?我??????的?外活?感到?意。	"Мен ?олжет?мд? сыныптан тыс ?с-шаралар?а ?ана?аттанамын, б?л ма?ан ??нды т?ж?рибе жинау?а к?мектесед?."	"??? ????????? ???????? ????????? ????? ????????, ?? ????? ???????? ???????? ?????? ??????? ?????"	Men qimmatli tajriba orttirishga yordam beradigan mavjud bo'lgan darsdan tashqari mashg'ulotlardan mamnunman.	
Q149	Extra-curricular Activities	likert	"There is an adequate amount of extra-curricular events held in each semester (competitions, workshops, seminars, etc.)."	"→ 매 학기 열리는 비교과 행사(경진대회, 워크숍, 세미나 등)의 수가 적절하다고 생각합니다."	我??每?期??的?外活?（比?、工作坊、?座等）?量适?。	"?р семестрде жетк?л?кт? м?лшерде сыныптан тыс ?с-шаралар ?тк?з?лед? (бай?аулар, шеберл?к саба?тары, семинарлар ж?не т.б.)."	"????? ?????????? ???????? ??????? ????????? ???????? ???????? (???????????, ????????, ??????? ???????) ???????? ????"	"Har semestrda yetarli miqdorda darsdan tashqari tadbirlar o'tkaziladi (musobaqalar, mahorat darslari, seminarlar va boshqalar)."	
Q150	Extra-curricular Activities	likert	"I am aware of the available extra-curricular events held in each semester (competitions, workshops, seminars, etc.)."	"→ 매 학기 어떤 비교과 행사(경진대회, 워크숍, 세미나 등)가 있는지 잘 알고 있습니다."	我??楚每?期有?些?外活?（比?、工作坊、?座等）。	"Мен ?р семестрде ?тк?з?лет?н сыныптан тыс ?с-шараларды (бай?аулар, шеберл?к саба?тары, семинарлар ж?не т.б.) б?лем?н."	"??? ??????? ?????????? ???????? ???????? ????????? ???????? ???????? (???????????, ????????, ??????? ???????) ???????? ?????"	"Men har semestrda o'tkaziladigan mavjud darsdan tashqari tadbirlar (musobaqalar, mahorat darslari, seminarlar va boshqalar) haqida xabardorman."	
Q151	Extra-curricular Activities	likert	"It is easy to join the extra-curricular events held in each semester (competitions, workshops, seminars, etc.)."	"→ 매 학기 열리는 비교과 행사(경진대회, 워크숍, 세미나 등)에 참여하기가 쉽습니다."	?加每?期??的?外活?（比?、工作坊、?座等）?我???容易。	"?р семестрде ?тк?з?лет?н сыныптан тыс ?с-шаралар?а (бай?аулар, шеберл?к саба?тары, семинарлар ж?не т.б.) ?атысу о?ай."	"??????? ?????????? ???????? ????????? ?????????????? (???????????, ????????, ??????? ???????) ?????? ??? ????"	"Har semestrda o'tkaziladigan darsdan tashqari tadbirlarga (musobaqalar, mahorat darslari, seminarlar va boshqalar) qo'shilish oson."	
Q152	Extra-curricular Activities	likert	"I feel that extra-curricular activities at Endicott are inclusive and welcoming to students from diverse backgrounds (e.g., cultural, linguistic, religious, ability)."	"→ 엔디컷의 비교과 활동은 다양한 배경(문화, 언어, 종교, 장애 등)을 가진 학생들에게 포용적이고 환영하는 분위기라고 느낍니다."	我?得 Endicott 的?外活???有不同文化、?言、宗?和能力背景的?生都具有包容性?且十分友好。	"Мен?? ойымша, Endicott-та?ы сыныптан тыс ?с-шаралар ?рт?рл? ортадан (мысалы, м?дени, т?лд?к, д?ни, ?аб?лет) шы??ан студенттер ?ш?н инклюзивт? ж?не ?она?жай."	"??? ??? ??? ?? ????????? ????????? ???????? ????????????? ??????? ??????? (????, ??????????, ??????, ???????, ??????) ????????????? ???? ???????????????? ??? ????????????"	"Menimcha, Endicottdagi darsdan tashqari mashg'ulotlar turli kelib chiqishi (masalan, madaniy, tilshunoslik, diniy, qobiliyat) bo'lgan talabalar uchun inklyuziv va mehmondo'stdir."	
Q153	Extra-curricular Activities	likert	The workshops and seminars offered as extra-curricular activities are informative and relevant to my academic and professional growth.	"→ 비교과 활동으로 제공되는 워크숍과 세미나는 유익하며, 제 학업 및 진로 성장에 도움이 됩니다."	作??外活?提供的工作坊和?座?容充?，?我的??和???展?有?助。	Сыныптан тыс ?с-шаралар рет?нде ?сынылатын шеберл?к саба?тары мен семинарлар а?паратты? ж?не мен?? академиялы? ж?не к?с?би ?су?ме ?атысты.	????????? ???????? ????????? ?????? ??????? ???????? ??? ??????????? ???????? ??? ???? ???????? ??? ??????? ??????? ???? ???????????	Darsdan tashqari mashg'ulotlar sifatida taklif qilinadigan seminarlar va seminarlar ma'lumotli va mening akademik va professional o'sishimga tegishli.	
Q154	Extra-curricular Activities	likert	I feel that student feedback on extra-curricular activities is taken into account when planning future events.	→ 비교과 활동에 대한 학생 피드백이 이후 행사 계획에 반영된다고 느낍니다.	我?得?校在??后?活???考??生??外活?的反?。	Болаша? ?с-шараларды жоспарлау кез?нде студенттерд?? сыныптан тыс ?с-шаралар туралы п?к?рлер? ескер?лед? деп ойлаймын.	??? ??? ??? ????????? ???????? ????????? ???? ???? ????????? ???????? ????????? ???????? ????????????? ???????????? ??????? ??? ????	Kelajakdagi tadbirlarni rejalashtirishda talabalarning darsdan tashqari mashg'ulotlar haqidagi fikr-mulohazalari hisobga olinadi deb o'ylayman.	
Q155	Extra-curricular Activities	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha sharhlar/takliflar	
Q155	Employment in Korea	text	Do you wish to find employment in Korea?	→ 한국에서 취업하기를 희망하십니까?	?是否希望在??就?？	Кореяда ж?мыс тап?ы?ыз келе ме?	???? ?? ????????? ??????????? ????? ???? ????	Koreyada ish topmoqchimisiz?	
Q156	Employment in Korea	likert	How would you describe your Korean language proficiency? (TOPIK)	→ 본인의 한국어 능력 수준을 어떻게 설명하시겠습니까? (TOPIK 기준)	?如何描述自己的??能力水平？（以 TOPIK 等???考）	Корей т?л?н б?лу де?гей???зд? ?алай сипаттар ед???з? (TOPIK)	????? ???????? ????? ?????? ?????? ?????? ?????? (?????)	Koreya tilini bilish darajangizni qanday ta'riflaysiz? (TOPIK)	
Q157	Employment in Korea	likert	"Are you aware of the requirements or necessary qualifications for getting a job in Korea? (VISA, Insurance, Tax and etc.)"	"→ 한국에서 취업하기 위해 필요한 조건이나 자격요건(비자, 보험, 세금 등)을 알고 계십니까?"	?是否了解在??就?所需的?件或?格（??、保?、??等）？	"Кореяда ж?мыс?а орналасу ?ш?н талаптар немесе ?ажетт? б?л?кт?л?ктер туралы б?лес?з бе? (VISA, са?тандыру, салы? ж?не т.б.)"	"????????? ????? ??????? ???? ????????????? ?? ??????????? ??????? ???????? ???? ?? ?????? (????, ????, ?? ??? ???????)"	"Koreyada ishga kirish uchun talablar yoki zarur malakalardan xabardormisiz? (VISA, sug'urta, soliq va boshqalar)"	
Q158	Employment in Korea	text	In which field would you like to work?	→ 어떤 분야에서 일하고 싶으십니까?	?希望???事???域的工作？	?ай салада ж?мыс ?стег???з келед??	???? ??? ???????? ??? ???? ????	Qaysi sohada ishlashni xohlaysiz?	
Q159	Employment in Korea	text	What kind of support would you like to receive from Endicott regarding employment?	→ 취업과 관련하여 엔디컷으로부터 어떤 지원을 받고 싶으십니까?	在就?方面，?希望 Endicott ??提供?些支持？	Endicott-тан ж?мыс?а орналасу?а ?атысты ?андай ?олдау ал?ы?ыз келед??	????????????? ?????? ??????? ???? ???? ?? ????? ??????? ???? ????	Endicottdan ishga joylashish borasida qanday yordam olishni xohlaysiz?	
Q160	Employment in Korea	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha sharhlar/takliflar	
Q160	Frequency Mode	text	"On average, how many times in a semester do you meet your professors in person or through online meetings?"	→ 한 학기 동안 평균 몇 번 정도 교수님들을 대면 또는 온라인으로 만나십니까?	平均??，每?期??老?面?面或在??面的次?是多少？	Орташа есеппен б?р семестрде профессорлары?ызбен ?анша рет жеке немесе онлайн кездесулер ар?ылы кездесес?з?	"????, ???? ?????????? ???? ????? ????? ?????????? ???? ????????????? ?? ?????? ????????? ??????? ???? ?????"	"O'rtacha, semestrda professorlaringiz bilan shaxsan yoki onlayn uchrashuvlar orqali necha marta uchrashasiz?"	
Q161	Frequency Mode	text	"On average, how many times in a semester do you seek the services of the Academic Affairs Office?"	→ 한 학기 동안 평균 몇 번 정도 학사과 서비스를 이용하십니까?	平均??，每?期?使用???服?的次?是多少？	"Орташа есеппен, семестрде Академиялы? ?стер б?л?м?н?? ?ызмет?не ?анша рет ж?г?нес?з?"	"????, ???? ?????????? ???? ????? ???????? ???????????? ?????? ??????? ????"	"O'rtacha, semestrda necha marta Akademik ishlar bo'limi xizmatlariga murojaat qilasiz?"	
Q162	Frequency Mode	text	"On average, how many times in a semester do you access the SMART LMS system?"	→ 한 학기 동안 평균 몇 번 정도 SMART LMS 시스템에 접속하십니까?	平均??，每?期?登? SMART LMS 系?的次?是多少？	"Орташа есеппен, семестрде ?анша рет SMART LMS ж?йес?не к?рес?з?"	"????, ???? ?????????? ???? ????? SMART LMS ??????? ??????? ?????"	"O'rtacha, semestrda necha marta SMART LMS tizimiga ulanasiz?"	
Q163	Frequency Mode	text	"On average, how many times in a semester do you seek the services of Student Services?"	→ 한 학기 동안 평균 몇 번 정도 학생서비스센터 서비스를 이용하십니까?	平均??，每?期?使用?生服?中心服?的次?是多少？	"Орташа есеппен, семестрде ?анша рет Студентт?к ?ызметтерд?? ?ызмет?не ж?г?нес?з?"	"????, ???? ?????????? ???? ????? ????????? ??????????? ??????? ????"	"O'rtacha, bir semestrda Talabalar Xizmatlari xizmatiga necha marta murojaat qilasiz?"	
Q164	Frequency Mode	text	"On average, how many times in a semester do you seek the services of the Counseling Center?"	→ 한 학기 동안 평균 몇 번 정도 상담센터 서비스를 이용하십니까?	平均??，每?期?使用心理咨?中心服?的次?是多少？	"Орташа есеппен, семестрде ?анша рет Ке?ес беру орталы?ыны? ?ызмет?не ж?г?нес?з?"	"????, ???? ?????????? ???? ????? ?????????? ????????? ??????? ????"	"O'rtacha, bir semestrda necha marta Maslahat Markazi xizmatiga murojaat qilasiz?"	
Q165	Frequency Mode	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha izohlar/takliflar	
Q165	At a Glance	likert	"So far, Endicott has met all of my expectations."	→ 지금까지 엔디컷은 저의 기대를 모두 충족시켜 주었습니다.	到目前?止，Endicott 在各方面都符合我的期望。	?аз?рг? уа?ытта Endicott мен?? барлы? ?м?ттер?мд? а?тады.	"??? ???????, Endicott ???? ????? ????????? ???? ??????"	Hozircha Endicott mening barcha kutganlarimni oqladi.	
Q166	At a Glance	likert	I would recommend Endicott to my family and friends.	→ 저는 엔디컷을 가족과 친구들에게 추천하고 싶습니다.	我愿意向家人和朋友推? Endicott。	Мен Endicott-ты отбасым мен достарыма ?сынар ед?м.	??? ???? ?????? ??? ???????? ???? Endicott-?? ??????? ????	Men Endicottni oilam va do'stlarimga tavsiya qilaman.	
Q167	At a Glance	likert	I believe that Endicott has a strong reputation both in Korea and internationally.	→ 엔디컷은 한국 내뿐 아니라 국제적으로도 높은 명성을 갖고 있다고 믿습니다.	我?? Endicott 不?在??，在??上也享有?高的??。	"Мен Endicott-ты? Кореяда да, халы?аралы? де?гейде де беделд? деп санаймын."	??? ??????? ??? ?? Endicott-?? ??????? ??? ??????????????? ???? ????????? ???? ????????? ?????? ???????	"Men Endicottning Koreyada ham, xalqaro miqyosda ham kuchli obro'ga ega ekanligiga ishonaman."	
Q168	At a Glance	likert	Endicott has created a strong sense of community and belonging for its students.	→ 엔디컷은 학생들에게 강한 공동체 의식과 소속감을 형성해 주었습니다.	Endicott ??生?造了强烈的社?意?和??感。	Endicott студенттер? ?ш?н ?о?амдасты? пен тиес?л?л?к сез?м?н ?алыптастырды.	???????? ??? ????????????? ???? ?????????? ??? ?????????? ???? ????????? ??????? ???? ??????	Endicott o'z talabalarida kuchli hamjamiyat va tegishlilik tuyg'usini yaratdi.	
Q169	At a Glance	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha izohlar/takliflar	
